,Unnamed: 0.1,Unnamed: 0,Star Name,Planet Name,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Cumulative time (days),Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Telescope,ESM,pl_g,ASM,Transit Signal,Tier2_SNR,Tier2 Transit S/N,cumulative transit [days],N cumulative transit [days]
126,171,171,HAT-P-46 b,HAT-P-46 b,1.0,10.00839638,19.6307971,1.0,6.461012936,12.68785261,Eclipse,1,6,13,0,0,0,1.28,-0.06,0.1,6120.0,-100.0,100.0,1.4,-0.14,0.29,290.736,-4.94,5.11,4.25,-0.11,0.11,Gaia DR2 4177560894633502720,9.972,10.33,9.924,11.997,11.6843,9.842,0,0.3,-0.1,0.1,[Fe/H],2.5,-1.0,0.7,,270.4441831,-2.97098,14.39233126,3.037633778,-1.490794437,1.284,0.271,-0.133,156.6894045,26.06192934,-16.52707714,0.493,0.082,-0.052,0,1,52.2,4.463129,547.9149853,-4.8e-05,4.8e-05,1406.87784,8617757376.0,0.057643862,0.3,2.3,12467.32211,0.626,1,85.5,-2.3,0.8,0.123,-0.12,0.12,0,70.0,-87.0,87.0,5701.33646,0.00047,-0.00047,0,5703.568024,15725.96392,,,,1,2014,Ariel,59.15859329289054,7.712825067246252,3.3333967798709683,0.0007545013814832,2.729482167903106,2.3196367143519705,55.51437550260414,287.843248575382
127,9,9,TOI-1518 b,TOI-1518 b,1.0,8.501980082,16.87927251,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,1.79,-0.26,0.26,7300.0,-100.0,100.0,1.95,-0.05,0.05,225.888,-1.666,1.69,4.1,-0.2,0.2,Gaia DR2 2210596444367488384,8.384,8.429,8.325,8.952,8.89529,8.270001,0,-0.1,-0.12,0.12,[Fe/H],,,,F0,352.2675207,67.0348062,21.01683887,0.594075979,-0.594075979,1.875,0.053,-0.053,731.0053352,0.0,0.0,2.3,0.0,0.0,1,0,0.0,1.902603,24.45326838,-1.1e-05,1.1e-05,2488.500269,5458597956.0,0.036512361,0.3,2.3,8159.357671,0.9036,1,77.84,-0.26,0.23,0.0,,,1,,,,8787.049255,9.4e-05,-9.4e-05,0,8788.000556,0.0,0.911,0.000414,-0.000414,1,2021,Ariel,268.0552138121467,16.87414984631513,15.497101903447096,0.0004591515125149,14.794049921266463,2.285556795101638,55.797686532847194,290.67635887781256
128,536,536,TOI-1064 c,TOI-1064 c,1.0,7.99736899,15.64762632,1051.318945,8006.445547,15507.98179,Transit,1,8,16,0,0,0,0.75,-0.03,0.03,4734.0,-67.0,67.0,0.73,-0.01,0.01,68.0726,-0.3601,0.3639,4.6,-0.06,0.06,Gaia DR2 6683371847364921088,8.628,9.097,8.467,10.938,10.6491,8.41,0,0.05,-0.08,0.08,[Fe/H],9.4,-3.8,3.8,,296.0039349,-47.5620305,2.656528433,0.044835923,-0.044835923,0.237,0.004,-0.004,2.50130956,1.798908781,-1.999140677,0.00787,0.00566,-0.00629,0,1,0.85,12.226574,3093.47639,-4.3e-05,4.6e-05,653.762121,14118490137.0,0.094438061,0.1,2.3,8557.997503,0.753,1,88.455,-0.056,0.058,0.088,-0.064,0.081,0,25.0,-16.0,22.0,9043.51289,0.00069,-0.00067,0,9049.626177,9219.136347,0.124506,0.010974,-0.010974,2,2022,Ariel,3.5986867960790048,3.613887674623743,0.3530026182015628,0.0004770564717388,0.0553962416110396,2.284239043601464,56.094839223923586,293.64788578857645
129,224,224,WASP-42 b,WASP-42 b,1.0,10.20866165,20.02506929,1.421863458,10.50371757,21.57018251,Transit,1,10,20,0,0,0,0.95,-0.06,0.06,5315.0,-79.0,79.0,0.89,-0.03,0.03,177.291,-1.301,1.32,4.51,-0.02,0.02,Gaia DR2 6139698733664726784,10.103,10.542,10.033,12.169,11.9686,9.923,0,0.29,-0.05,0.05,[Fe/H],4.4,-3.4,4.4,,192.981203,-42.0736165,12.57647638,0.437150249,-0.437150249,1.122,0.039,-0.039,159.2320317,10.80616582,-10.80616582,0.501,0.034,-0.034,0,1,64.9,4.9816819,759.4631903,-1.1e-06,1.1e-06,986.9794209,8395692235.0,0.056158476,0.3,2.3,10239.4604,0.5,1,87.88735426,-0.17,0.17,0.062,-0.011,0.013,0,159.0,-22.0,27.0,5650.56728,0.00015,-0.00015,0,5653.058121,10704.81739,1.65,0.037,-0.037,1,2012,Ariel,63.445388591033485,10.264755791906806,4.196351868415747,0.0008599644511178,1.98239342795628,2.279315629618258,56.45037604336803,297.2032539830209
130,529,529,LTT 1445 A c,LTT 1445 A c,1.0,8.874005787,17.57843138,916.8266906,8049.347845,13468.66985,Transit,1,9,18,0,0,0,0.26,-0.01,0.01,3340.0,-150.0,150.0,0.27,-0.01,0.01,6.86929,-0.003805,0.003805,4.95,-0.01,0.01,Gaia DR2 5153091836072107136,6.774,7.294,6.496,10.59,10.0469,6.405,0,-0.34,-0.09,0.09,[Fe/H],,,,M2.5V,45.4624781,-16.5944956,1.143316035,0.056044904,-0.056044904,0.102,0.005,-0.005,1.541467772,0.200231896,-0.190697044,0.00485,0.00063,-0.0006,0,1,1.67,3.1239035,2991.620964,-3.6e-06,3.4e-06,527.442914,3993504415.0,0.026712404,0.1,2.3,1811.865634,0.937,1,87.43,-0.29,0.18,0.0,,,1,,,,8412.58159,0.00059,-0.00057,0,8414.143542,0.0,0.157,0.015,-0.014,2,2022,Ariel,9.559499360586807,12.02369648000102,1.56271306426672,0.0003639419879313,0.0662587443259785,2.277378210647342,56.51328804454859,297.83237399482647
131,428,428,LHS 3844 b,LHS 3844 b,1.0,11.15603654,22.2629622,32.23231949,335.8059589,646.0769402,Transit,1,11,22,1,0,1,0.15,-0.01,0.01,3036.0,-77.0,77.0,0.19,-0.01,0.01,14.8846,-0.0113,0.0113,5.06,-0.01,0.01,Gaia DR2 6385548541499112448,9.477,10.046,9.145001,15.24,13.3925,8.944,0,,,,,,,,M5,340.4962038,-69.1721081,1.300241765,0.022417961,-0.022417961,0.116,0.002,-0.002,2.250225119,0.0,0.0,0.00708,0.0,0.0,1,0,0.0,0.46292913,1817.674513,-1.9e-06,1.9e-06,782.2536742,930975115.6,0.006227258,0.3,2.3,1897.818107,0.186,1,88.5,-0.51,0.51,0.0,,,0,,,,8325.72558,0.00025,-0.00025,0,8325.957045,0.0,0.448991,0.017391,-0.017391,2,2019,Ariel,26.55913172048377,13.57106369288753,2.6350350607061306,0.0011694797051863,0.3620301992049906,2.252753004070223,56.5791845065972,298.4913386153126
132,373,373,HAT-P-11 b,HAT-P-11 b,1.0,9.505335659,18.42937824,9.203932098,58.68679999,115.0141328,Transit,1,10,18,0,0,0,0.81,-0.03,0.02,4780.0,-50.0,50.0,0.68,-0.01,0.01,37.7647,-0.0336,0.0337,4.66,-0.01,0.01,Gaia DR2 2086512227851023872,7.131,7.608,7.009,9.46,9.15098,6.919,0,0.31,-0.05,0.05,[Fe/H],6.5,-4.1,5.9,K4,297.7101763,48.0818635,4.360293504,0.056044904,-0.056044904,0.389,0.005,-0.005,28.60455659,3.178284066,-3.178284066,0.09,0.01,-0.01,0,1,11.6,4.88780244,1447.443578,,,801.8369381,7860836235.0,0.052580844,0.3,2.3,8565.858294,0.026,1,89.36,-0.36,0.36,0.218,-0.031,0.034,0,19.0,-16.0,14.0,5109.335119,2.1e-05,-2.1e-05,0,5111.77902,9874.652481,0.43421,0.00022,-0.00022,1,2008,Ariel,37.14927565875464,15.340514175625634,2.4475955576832944,0.0002776425969141,0.7450677040225813,2.248036784373057,56.876610141805536,301.46559496739593
133,77,77,HAT-P-4 b,HAT-P-4 b,1.0,10.53072732,20.6199714,1.0,1.807723519,3.58387027,Eclipse,1,2,4,0,0,0,0.56,-0.07,0.07,5860.0,,80.0,1.62,-0.05,0.06,320.451,-2.802,2.852,4.14,-0.04,0.01,Gaia DR2 1291120362349158016,9.837,10.1,9.770001,11.118,11.0634,9.729,0,0.24,-0.08,0.08,,3.9,-1.4,0.8,F,229.99122,36.229545,14.28024145,0.549240056,-0.672538844,1.274,0.049,-0.06,206.9062927,10.48833742,-11.75965104,0.651,0.033,-0.037,0,1,78.6,3.056536,219.2268615,,,1886.845632,5082924580.0,0.033999496,0.3,2.3,20335.10462,0.01,1,89.91,-2.2,0.09,0.0,,,0,97.4,-9.7,9.7,4740.97205,0.0002,-0.0002,0,4742.500318,0.0,0.7798,,,1,2007,Ariel,79.3336708853949,10.34519644979978,4.616476030897746,0.0005590429910663,5.75172351540335,2.241210917759868,57.58269016333331,308.5263951826737
134,15,15,WASP-77 A b,WASP-77 A b,1.0,9.744476487,19.07806911,1.0,1.0,1.0,Eclipse,1,1,1,0,0,0,0.9,-0.06,0.07,5617.0,-72.0,72.0,0.91,-0.02,0.03,105.166,-1.182,1.209,4.48,-0.02,0.01,Gaia DR2 5178405479960844160,8.374,8.766,8.405,10.294,10.0966,8.106,0,-0.1,-0.11,0.1,[Fe/H],6.2,-3.5,4.0,G8 V,37.1555223,-7.0606675,13.7870463,0.347478403,-0.325060441,1.23,0.031,-0.029,529.8199538,21.61233165,-20.34101802,1.667,0.068,-0.064,0,1,323.4,1.36002854,33.78346319,-6.2e-07,6.2e-07,1640.556222,3470117371.0,0.023211487,0.3,2.3,7789.277258,0.109,1,88.91,-0.95,0.74,0.0074,-0.0049,0.0069,0,-166.0,-75.0,66.0,7420.88439,0.0008,-0.00085,0,7421.564404,0.0,1.783,0.02,-0.019,1,2012,Ariel,370.414980645194,28.419863420986434,18.6990023978288,0.0005413767964709,13.218504956382423,2.236949699207152,57.853151179236086,311.23100534170146
135,167,167,HATS-56 b,HATS-56 b,1.0,11.67989824,22.89528669,1.0,6.186595519,12.2743783,Eclipse,1,6,12,0,0,0,1.57,-0.02,0.02,6536.0,-31.0,31.0,2.2,-0.04,0.04,564.409,-11.07,11.513,3.95,-0.01,0.01,Gaia DR2 6144125887172751232,10.325,10.514,10.251,11.477,11.4877,10.074,0,0.19,-0.024,0.024,[Fe/H],1.894,-0.077,0.077,,180.165072,-45.7994559,18.92075947,0.437150249,-0.61649394,1.688,0.039,-0.055,191.3327008,11.12399423,-11.12399423,0.602,0.035,-0.035,0,1,55.1,4.324799,535.5657633,-2.7e-05,2.7e-05,1839.672669,9033203953.0,0.060422769,0.3,2.3,16762.58276,0.69,1,83.29,-0.21,0.21,0.0,,,1,,,,7788.0029,0.0012,-0.0012,0,7790.1653,0.0,,,,1,2019,Ariel,51.25675179289061,5.449394087563264,2.8305901902093904,0.0007434086329579,3.34372493350968,2.236312302962579,58.435185302847195,317.0513465778126
136,152,152,Qatar-6 b,Qatar-6 b,1.0,9.645067182,18.9209916,1.0,4.692093724,9.384358788,Eclipse,1,5,9,0,0,0,0.82,-0.02,0.02,5052.0,-66.0,66.0,0.72,-0.02,0.02,100.848,-0.46,0.464,4.64,-0.01,0.01,Gaia DR2 1265513389372846848,9.307,9.712,9.226,11.496,11.1249,9.154,0,-0.025,-0.093,0.093,[Fe/H],1.02,-0.62,0.62,K2 V,222.2100773,22.1526136,11.90393754,0.795837632,-0.795837632,1.062,0.071,-0.071,212.3093756,20.97667484,-20.97667484,0.668,0.066,-0.066,0,1,101.6,3.506195,475.9204042,-1.8e-05,1.8e-05,972.159855,6324991914.0,0.042307638,0.3,2.3,5690.534499,0.878,1,86.01,-0.14,0.14,0.0,,,0,,,,7784.0327,0.00049,-0.00049,0,7785.785797,0.0,,,,1,2017,Ariel,129.56116808998044,15.276506124769991,8.29732453513501,0.000823154483165,2.843928226784813,2.236211738834915,58.6327733062847,319.0272266121876
137,474,474,TOI-2076 c,TOI-2076 c,1.139220216,9.153933105,17.46866225,265.3546925,1454.685666,2460.7047,Transit,1,9,17,0,0,0,0.82,-0.04,0.04,5200.0,-70.0,70.0,0.77,-0.01,0.01,41.9091,-0.0526,0.0528,4.45,-0.12,0.12,Gaia DR2 1490845584382687232,7.188,7.613,7.115,9.139,8.91028,7.011,0,-0.09,-0.04,0.04,[Fe/H],0.34,-0.08,0.08,K,217.3920159,39.7903991,3.497201988,0.044835923,-0.044835923,0.312,0.004,-0.004,12.01391377,0.0,0.0,0.0378,0.0,0.0,1,0,0.0,21.01538,2230.078674,-0.00074,0.00084,606.6094749,20870239304.0,0.139600263,0.1,2.3,15414.79471,0.07,1,89.84,-0.12,0.12,0.0,,,0,,,,9274.08398,0.0008,-0.0008,0,9284.59167,0.0,0.1943,0.0038,-0.0038,2,2021,Ariel,7.47607181941016,10.015651885471478,0.8081109972845738,0.000188984059567,0.1391451147821893,2.2169324028872643,59.16800923371525,324.37958588649315
138,196,196,WASP-6 b,WASP-6 b,1.0,12.20225331,23.94900397,1.097660264,7.997212347,15.47057322,Eclipse,1,8,15,0,0,0,0.55,-0.17,0.17,5450.0,-100.0,100.0,0.73,-0.07,0.07,197.119,-1.607,1.632,4.6,-0.2,0.2,Gaia DR2 2385171398768647552,10.445,10.769,10.325,11.907,11.9761,10.275,0,-0.2,,,[Fe/H],11.0,-7.0,3.0,,348.1571282,-22.6741248,11.54525015,1.120898073,-1.120898073,1.03,0.1,-0.1,153.5111204,8.263538571,-9.534852198,0.483,0.026,-0.03,0,1,71.6,3.36101,651.8902036,-2.8e-06,2.8e-06,1144.713065,5382682284.0,0.036004564,0.3,2.3,8993.908311,0.5,1,87.29678859,-0.56,0.56,0.05,-0.02,0.02,0,1.7,-0.23,0.12,5591.28967,7e-05,-7e-05,0,5592.970175,9020.629495,2.1,0.022,-0.022,1,2009,Ariel,91.22239071096048,11.74273582922504,4.796672418411913,0.0011896714312664,2.603603598709156,2.216463162954857,59.48029771673609,327.50247071670145
139,98,98,HAT-P-45 b,HAT-P-45 b,1.0,11.54585325,22.64664036,1.0,2.526654371,4.989922573,Eclipse,1,3,5,0,0,0,1.26,-0.06,0.06,6330.0,-100.0,100.0,1.32,-0.07,0.15,298.64,-5.801,6.031,4.3,-0.06,0.06,Gaia DR2 4270547520706275328,10.35,10.73,10.201,12.783,12.3977,10.138,0,0.07,-0.1,0.1,[Fe/H],2.0,-0.8,0.8,,274.3732697,-3.3810594,15.98400652,1.961571628,-0.975181324,1.426,0.175,-0.087,273.3324297,34.96112473,-38.13940879,0.86,0.11,-0.12,0,1,106.0,3.128992,281.0677816,-2.1e-05,2.1e-05,1594.71541,6765363407.0,0.045253267,0.3,2.3,12595.95813,0.281,1,87.8,-0.9,0.9,0.049,-0.063,0.063,0,146.0,-98.0,98.0,5729.98612,0.00041,-0.00041,0,5731.550616,13305.67458,,,,1,2014,Ariel,85.90475481160503,10.90827328394045,5.090689337812387,0.0007554522580597,4.703892424438759,2.189243265047128,59.917657374027755,332.3134269469098
140,234,234,TOI-954 b,TOI-954 b,1.0,10.3992654,20.29457704,1.584252489,12.30188082,24.23683128,Transit,1,10,20,0,0,0,1.2,-0.06,0.07,5710.0,-49.0,53.0,1.89,-0.08,0.08,238.768,-1.875,1.905,3.96,-0.02,0.03,Gaia DR2 4890874702443960832,8.891,9.18,8.779,10.343,10.2321,8.74,0,0.215,-0.051,0.05,[Fe/H],6.14,-0.3,0.3,,61.9410587,-25.2088028,9.550051583,0.594075979,-0.694956805,0.852,0.053,-0.062,55.30214275,5.720911319,-5.403082912,0.174,0.018,-0.017,0,1,20.7,3.6849729,804.0285575,-2.8e-06,2.7e-06,1643.290938,7423030769.0,0.04965238,0.3,2.3,15926.75524,0.56,1,84.4,-0.6,2.5,0.14,-0.11,0.18,0,276.0,-174.0,9.0,8411.90651,0.00084,-0.00078,0,8413.748996,12033.73103,0.207,5.7e-05,-5.7e-05,2,2020,Ariel,34.1100485527854,6.1825362051111945,1.8734068429877213,0.0004002874349565,1.908921320763922,2.1867567630908837,60.47066970874998,338.3965626288542
141,597,597,HIP 41378 f,HIP 41378 f,2.762599407,11.19087512,19.87747447,3240765.223,23681466.23,50747914.86,Transit,3,11,20,0,0,0,1.17,-0.07,0.07,6226.0,-43.0,43.0,1.34,-0.03,0.03,106.289,-0.668,0.676,4.2,-0.03,0.03,Gaia DR2 600698184764497664,7.786,7.982,7.722,8.93,8.80998,7.662,0,-0.11,-0.08,0.08,[M/H],4.279,-0.931,0.931,F6,126.6158279,10.0803708,10.20017247,1.401122591,-1.401122591,0.91,0.125,-0.125,74.05401874,0.0,0.0,0.233,0.0,0.0,1,0,0.0,1084.0,5379.065784,,,242.5842789,326000000000.0,2.177734489,0.1,2.3,89211.90839,0.227,1,89.98,-0.006,0.009,0.0,,,0,,,,7186.91423,0.00039,-0.00038,0,7728.91423,0.0,0.5,,,1,2016,Ariel,0.1614561055602592,7.257210928870295,0.4849629645670056,0.0001003831974395,0.0031543338470123,2.1851270820230035,63.568305416736095,372.4705554167014
142,151,151,K2-29 b,K2-29 b,1.0,11.24718921,22.07122978,1.0,4.542919713,9.052021959,Eclipse,1,5,9,0,0,0,0.94,-0.02,0.02,5358.0,-38.0,38.0,0.86,-0.01,0.01,178.475,-1.301,1.32,4.54,-0.01,0.01,Gaia DR2 150054788545735424,10.168,10.622,10.062,12.532,12.2008,10.095,0,0.16,-0.03,0.03,[Fe/H],2.6,-1.2,1.2,G7 V,62.670422,24.4016558,13.33868707,0.224179615,-0.224179615,1.19,0.02,-0.02,213.421775,12.71313626,-12.71313626,0.6715,0.04,-0.04,0,1,0.0,3.2588321,472.4142092,-1.9e-06,1.9e-06,1128.666724,6304470081.0,0.042170368,0.3,2.3,8377.879156,0.58,1,86.656,-0.08,0.11,0.066,-0.022,0.022,0,132.0,-21.0,21.0,3219.0095,0.0022,-0.0022,0,3220.638916,9242.095914,1.9011,0.0053,-0.0055,1,2016,Ariel,98.30029627869372,12.230626497266764,5.952696724938726,0.000937508590085,3.0559543685428565,2.1689946387367662,63.85920399854165,375.6704398165625
143,258,258,WASP-110 b,WASP-110 b,1.0,13.94056801,27.35837076,2.14228645,15.07962259,29.0118937,Transit,1,14,27,0,0,0,0.95,-0.16,0.1,5400.0,-140.0,140.0,0.86,-0.06,0.03,274.96,-3.03,3.097,4.1,-0.2,0.2,Gaia DR2 6678937478314860160,10.945,11.326,10.871,12.762,12.5517,10.815,0,-0.06,-0.1,0.1,[Fe/H],,,,G9,305.8724366,-44.0587001,13.87671814,0.627702921,-0.627702921,1.238,0.056,-0.056,162.0924874,20.34101802,-20.34101802,0.51,0.064,-0.064,0,0,0.0,3.77840121,923.6643461,-8.2e-07,8.2e-07,1080.874948,6982504582.0,0.046705716,0.3,2.3,9670.971346,0.374827277,1,88.16,-0.32,0.37,0.0,,,0,,,,7934.73871,0.00015,-0.00015,0,7936.627911,0.0,,,,1,2021,Ariel,66.62953431700167,8.582730904825777,3.8776842282107657,0.0013310117101642,2.025933949654998,2.158625510509312,64.1950016147222,379.36421359454863
144,377,377,WASP-181 b,WASP-181 b,1.059180805,18.11386415,35.54645174,8.943786449,61.85320986,119.0295704,Transit,1,18,36,0,0,0,1.04,-0.04,0.04,5839.0,-70.0,70.0,0.96,-0.04,0.04,437.495,-7.689,7.964,4.49,-0.04,0.04,Gaia DR2 2512413932376364288,11.522,11.785,11.443,12.924,12.783,11.405,0,0.09,-0.04,0.04,[Fe/H],2.5,-1.7,1.7,G2,26.7932253,3.1329325,13.27143319,0.795837632,-0.661329863,1.184,0.071,-0.059,95.03069357,10.80616582,-10.80616582,0.299,0.034,-0.034,0,1,35.7,4.5195064,1466.368513,-3.4e-06,3.4e-06,1145.848737,8109045988.0,0.05424111,0.3,2.3,11007.12015,0.34,1,88.38,-0.59,0.76,0.0,,,0,,,,7747.66681,0.00035,-0.00035,0,7749.926563,0.0,1.59,0.038,-0.038,1,2019,Ariel,38.471935683732696,5.5012881472481565,2.053341524385258,0.0016895860416575,1.2485595871347006,2.1580972969662406,64.57719328659721,383.5683219851736
145,271,271,HAT-P-58 b,HAT-P-58 b,1.0,14.20012757,27.86584525,2.08646803,16.24675795,31.91104918,Transit,1,14,28,0,0,0,1.03,-0.03,0.03,6078.0,-48.0,48.0,1.53,-0.03,0.03,515.59,-12.184,12.777,4.08,-0.02,0.02,Gaia DR2 277493615044741376,11.075,11.429,10.978,12.925,12.7202,10.898,0,-0.224,-0.057,0.057,[Fe/H],7.11,-0.72,0.27,,68.8465093,56.8682691,14.93036233,0.481986171,-0.481986171,1.332,0.043,-0.043,118.2321673,9.534852198,-9.534852198,0.372,0.03,-0.03,0,1,46.4,4.0138379,966.1153202,-2.4e-06,2.4e-06,1569.047246,7468217214.0,0.04995463,0.3,2.3,14981.11864,0.534,1,85.64,-0.34,0.34,0.0,,,1,,,,7369.03094,0.00056,-0.00056,0,7371.037859,0.0,,,,1,2021,Ariel,39.81339271713487,5.4079304764723615,2.24961580189158,0.0010424001466728,2.208025822489853,2.155409014130387,65.09737101715277,389.29027702128474
146,44,44,WASP-85 A b,WASP-85 A b,1.0,10.87718775,21.31737063,1.0,1.0,1.779061766,Eclipse,1,1,2,0,0,0,1.09,-0.08,0.08,6112.0,-27.0,27.0,0.94,-0.02,0.02,141.887,-1.208,1.229,4.5,-0.18,0.18,Gaia DR2 3909745223886018432,8.925,9.275,8.733,10.72,10.6241,8.643,0,0.118,-0.019,0.019,[M/H],,,,G5 V,175.9080328,6.5637842,13.89913611,0.336269422,-0.336269422,1.24,0.03,-0.03,402.0529343,20.65884643,-20.65884643,1.265,0.065,-0.065,0,1,0.0,2.6556777,118.239003,-4.4e-07,4.4e-07,1405.961702,5778614509.0,0.03865294,0.3,2.3,9400.245786,0.047,1,89.69,-0.03,0.11,0.0,,,0,,,,6847.472856,1.4e-05,-1.4e-05,0,6848.800695,0.0,1.87,0.002,-0.002,1,2016,Ariel,211.8846654856959,21.21992109742352,9.488975374662704,0.0005870889191247,6.740257068163105,2.1544712168328943,65.42376844027777,392.88064867565976
147,142,142,TOI-905 b,TOI-905 b,1.0,10.94467791,21.47566422,1.0,4.209456257,8.34067308,Eclipse,1,4,8,0,0,0,0.97,-0.07,0.06,5570.0,-140.0,150.0,0.92,-0.04,0.04,158.649,-0.718,0.725,4.5,-0.03,0.03,Gaia DR2 5795534040654879744,9.51,9.89,9.448,11.08,11.0813,9.372,0,0.14,-0.18,0.22,[Fe/H],3.4,-2.3,3.8,,227.6586754,-71.3616316,13.12571644,0.594075979,-0.571658017,1.171,0.053,-0.051,211.9915472,13.34879308,-13.03096467,0.667,0.042,-0.041,0,1,89.1,3.739494,443.5214447,-3.8e-05,3.8e-05,1153.113252,6982813642.0,0.046707784,0.3,2.3,7382.41941,0.816,1,85.68,-0.26,0.22,0.024,-0.017,0.025,0,39.0,-82.0,61.0,8643.30898,0.0002,-0.0002,0,8645.178727,7608.842777,1.718,0.032,-0.03,2,2020,Ariel,109.89675419631484,12.546097356701685,6.071540747775491,0.0008028838640285,3.0238456742593995,2.152602222968631,65.68010244756944,395.7003227558681
148,273,273,WASP-67 b,WASP-67 b,1.0,11.74990715,23.06279598,2.330299734,16.59979442,33.84152539,Transit,1,12,23,0,0,0,0.91,-0.28,0.28,5200.0,-100.0,100.0,0.88,-0.08,0.08,189.469,-1.533,1.557,4.35,-0.15,0.15,Gaia DR2 6868476691490044672,10.214,10.608,10.129,12.537,11.9141,10.026,0,-0.07,,,[Fe/H],12.6,-4.2,1.0,,295.7438485,-19.9497314,12.89032784,1.23298788,-1.23298788,1.15,0.11,-0.11,133.4879308,11.12399423,-11.12399423,0.42,0.035,-0.035,0,1,56.1,4.61442,971.4662876,-1e-05,1e-05,992.0978254,7864235760.0,0.052603584,0.3,2.3,6255.328272,0.941042781,1,85.8,-0.35,0.35,0.0,,,0,,,,6618.0537,8e-05,-8e-05,0,6620.36091,0.0,1.8,0.09,-0.09,1,2012,Ariel,67.6936981791789,8.191250721607524,4.276409802926001,0.0011356511732606,1.5877610429594524,2.145312335517388,65.89730134590278,398.0895106375348
149,427,427,GJ 367 b,GJ 367 b,1.321829092,12.12830691,23.79329383,48.10282604,335.3557182,644.4113631,Transit,1,12,24,0,0,0,0.45,-0.01,0.01,3522.0,-70.0,70.0,0.46,-0.01,0.01,9.41263,-0.002835,0.002835,4.78,-0.03,0.03,Gaia DR2 5412250540681250560,6.045,6.632,5.78,10.153,9.15159,,0,-0.01,-0.12,0.12,[Fe/H],,,,M1.0 V,146.121464,-45.7790165,0.717374767,0.056044904,-0.056044904,0.064,0.005,-0.005,0.546664859,0.079457102,-0.079457102,0.00172,0.00025,-0.00025,0,1,0.798,0.321962,1817.211584,-1.2e-05,1e-05,1327.049329,1053995028.0,0.007050134,0.3,2.3,2316.901399,0.55,1,80.75,-0.64,0.64,0.0,,,0,,,,8544.1348,0.0004,-0.0004,0,8544.295781,0.0,0.0212,0.0042,-0.0042,2,2021,Ariel,16.280244787884047,10.830914025553756,1.2788576548402493,0.0002339884649059,0.3542268105308122,2.145159633695936,65.97774931114583,398.9744382552084
150,409,409,HR 858 b,HR 858 b,4.100048858,16.89142799,30.53544863,54.13753915,181.0289811,327.637816,Transit,4,17,31,0,0,0,1.15,-0.08,0.07,6201.0,-50.0,50.0,1.31,-0.02,0.02,31.964,-0.072,0.0722,4.26,-0.04,0.03,Gaia DR2 5064574720469473792,5.225,5.473,5.149,6.38,6.25276,5.098,0,-0.14,-0.08,0.08,[Fe/H],,,,F6 V,42.9849779,-30.8140609,2.084870416,0.067253884,-0.067253884,0.186,0.006,-0.006,4.989905984,0.0,0.0,0.0157,0.0,0.0,1,0,0.0,3.58599,1717.406912,-0.00015,0.00015,1509.965895,7186817931.0,0.048072361,0.3,2.3,10338.67702,0.59,1,85.5,-0.5,1.5,0.0,,,1,,,,8409.18969,0.00084,-0.00083,0,8410.982685,0.0,0.0213,0.001,-0.001,2,2019,Ariel,14.212811776656345,11.704971848205505,0.7571274949250929,8.828263697412308e-05,0.6031252706396103,2.1212704793286936,66.33673115211805,402.9232385059028
